Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY					HP:0001394	Cirrhosis			PCS	PCS							pmid:11283793	HPO:probinson	Jan 9, 2013	
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY					HP:0001433	Hepatosplenomegaly			PCS	PCS							pmid:11283793	HPO:probinson	Feb 23, 2013	
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY					HP:0001680	Coarctation of aorta			PCS	PCS							pmid:11283793	HPO:probinson	Feb 23, 2013	
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY					HP:0000057	Clitoromegaly			PCS	PCS							pmid:11283793	HPO:probinson	Feb 23, 2013	
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY					HP:0001009	Telangiectasia			PCS	PCS							pmid:11283793	HPO:probinson	Feb 23, 2013	
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY					HP:0000007	Autosomal recessive inheritance			PCS	PCS							pmid:11283793	HPO:probinson	Feb 23, 2013	
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0002033	Poor suck			IEA	IEA						OMIM-CS:ABDOMEN_GASTROINTESTINAL > POOR SUCK	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001395	Hepatic fibrosis	HP:0003577	Congenital onset	IEA	IEA						OMIM-CS:ABDOMEN_LIVER > HEPATIC FIBROSIS, CONGENITAL	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0002240	Hepatomegaly			IEA	IEA						OMIM-CS:ABDOMEN_LIVER > HEPATOMEGALY	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001410	Decreased liver function			IEA	IEA						OMIM-CS:ABDOMEN_LIVER > LIVER DYSFUNCTION	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001413	Micronodular cirrhosis			IEA	IEA						OMIM-CS:ABDOMEN_LIVER > MICRONODULAR CIRRHOSIS	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001744	Splenomegaly			IEA	IEA						OMIM-CS:ABDOMEN_SPLEEN > SPLENOMEGALY	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001631	Defect in the atrial septum			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > ATRIAL SEPTAL DEFECT	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001643	Patent ductus arteriosus			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > PATENT DUCTUS ARTERIOSUS	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001655	Patent foramen ovale			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > PATENT FORAMEN OVALE	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001629	Ventricular septal defect			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > VENTRICULAR SEPTAL DEFECT	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001518	Small for gestational age			IEA	IEA						OMIM-CS:GROWTH_WEIGHT > LOW BIRTH WEIGHT	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0001508	Failure to thrive			IEA	IEA						OMIM-CS:GROWTH_WEIGHT > POOR WEIGHT GAIN	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0000369	Low-set ears			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > LOW-SET EARS	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0000664	Synophrys			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > SYNOPHRYS	OMIM:606003	HPO:skoehler	26.07.2015
OMIM:606003	#606003 TRANSALDOLASE DEFICIENCY;;EYAID SYNDROME;;TALDO DEFICIENCY					HP:0002002	Deep philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > PROMINENT PHILTRUM	OMIM:606003	HPO:skoehler	26.07.2015
