Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:614204	HPO:skoehler	Oct 17, 2012	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0000221	Furrowed tongue			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_MOUTH > SCROTAL TONGUE (IN SOME PATIENTS)	OMIM:614204	HPO:skoehler	Nov 18, 2012	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0002164	Nail dysplasia			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_NAILS > NAIL DYSTROPHY (IN SOME PATIENTS)	OMIM:614204	HPO:skoehler	Nov 18, 2012	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0001945	Fever			IEA	IEA						OMIM-CS:METABOLIC FEATURES > FEVER, HIGH-GRADE	OMIM:614204	HPO:skoehler	Nov 21, 2012	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0010783	Erythema			IEA	IEA						OMIM-CS:MISCELLANEOUS > ALTHOUGH SOME DEVELOP CHRONIC ERYTHEMATOUS PLAQUES WITHOUT PUSTULES	OMIM:614204	HPO:skoehler	Nov 21, 2012	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0200039	Skin pustule			IEA	IEA						OMIM-CS:MISCELLANEOUS > MOST PATIENTS HAVE RECURRENT 'FLARES' OF PUSTULAR RASH WITH FEVER,	OMIM:614204	HPO:skoehler	Nov 21, 2012	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0001036	Parakeratosis			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > PARAKERATOSIS IN STRATUM CORNEUM	OMIM:614204	HPO:skoehler	Nov 21, 2012	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0003765	Psoriasis			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_SKIN > PUSTULAR PSORIASIS, GENERALIZED	OMIM:614204	HPO:skoehler	Nov 21, 2012	
OMIM:614204	#614204 PUSTULAR PSORIASIS, GENERALIZED; PSORP;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA					HP:0008404	Nail dystrophy			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_NAILS > NAIL DYSTROPHY (IN SOME PATIENTS)	OMIM:614204	HPO:skoehler	03.05.2013
OMIM:614204	#614204 PSORIASIS 14, PUSTULAR; PSORS14;;INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY; DITRA;;GENERALIZED PUSTULAR PSORIASIS; GPP;;PSORP;;ACRODERMATITIS CONTINUA OF HALLOPEAU;;PALMOPLANTAR PUSTULOSIS					HP:0030151	Cholangitis			IEA	IEA	rare					OMIM-CS:ABDOMEN_BILIARY TRACT > CHOLANGITIS (IN SOME PATIENTS)	OMIM:614204	HPO:skoehler	04.01.2015
