Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0000007	Autosomal recessive inheritance			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0000259	Microcephaly, acquired			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0000316	Hypertelorism			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0000425	Flattened nasal bridge			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0000486	Strabismus			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0000494	Downslanted palpebral fissures			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0000595	Cortical blindness			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0001009	Telangiectasia			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0001028	Hemangioma			IEA	IEA									17.02.2009	
MIM:608799	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie	MIM:603503	DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 1, CATALYTIC SUBUNIT		DPM1	HP:0001250	Seizures			IEA	IEA									17.02.2009	
