Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0000750	Delayed speech and language development			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0001252	Muscular hypotonia			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0001557	Prenatal movement abnormality			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0001939	Abnormality of metabolism/homeostasis			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0002069	Generalized tonic-clonic seizures			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0002123	Generalized myoclonic seizures			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0002133	Status epilepticus			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT					HP:0002643	Neonatal respiratory distress			IEA	IEA							OMIM:266100	HPO	17.02.2009	
OMIM:266100	#266100 EPILEPSY, PYRIDOXINE-DEPENDENT; EPD;;PYRIDOXINE-DEPENDENT EPILEPSY; PDE;;PYRIDOXINE DEPENDENCY WITH SEIZURES;;AASA DEHYDROGENASE DEFICIENCY					HP:0001249	Intellectual disability			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > MENTAL RETARDATION	OMIM:266100	HPO:skoehler	17.10.2012
OMIM:266100	#266100 EPILEPSY, PYRIDOXINE-DEPENDENT; EPD;;PYRIDOXINE-DEPENDENT EPILEPSY; PDE;;PYRIDOXINE DEPENDENCY WITH SEIZURES;;AASA DEHYDROGENASE DEFICIENCY					HP:0002098	Respiratory distress	HP:0003623	Neonatal onset	IEA	IEA						OMIM-CS:RESPIRATORY > RESPIRATORY DISTRESS, NEONATAL	OMIM:266100	HPO:skoehler	06.06.2013
