Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0000023	Inguinal hernia			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0000316	Hypertelorism			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0000343	Long philtrum			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0001634	Mitral valve prolapse			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0001762	Talipes equinovarus			TAS	TAS							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0002414	Spina bifida			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0003236	Elevated serum creatine phosphokinase			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0005689	Dermatoglyphic ridges abnormal			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0007477	Abnormal dermatoglyphics			TAS	TAS							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0009473	Joint contracture of the hand			IEA	IEA							OMIM:211960	HPO	17.02.2009	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0001245	Small thenar eminence			TAS	TAS							OMIM:211960	HPO:probinson	10.06.2012	
OMIM:211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES					HP:0010487	Small hypothenar eminence			TAS	TAS							OMIM:211960	HPO:probinson	10.06.2012	
OMIM:211960	%211960 CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES;;TEL HASHOMER CAMPTODACTYLY SYNDROME					HP:0003457	EMG abnormality			IEA	IEA						OMIM-CS:LAB > ELECTROMYOGRAM ABNORMAL	OMIM:211960	HPO:skoehler	17.10.2012
OMIM:211960	%211960 CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMALPALMAR CREASES;;TEL HASHOMER CAMPTODACTYLY SYNDROME					HP:0012385	Camptodactyly			IEA	IEA						OMIM-CS:LIMBS > CAMPTODACTYLY	OMIM:211960	HPO:skoehler	22.10.2013
