Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:601027	HPO	Feb 17, 2009	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0000204	Cleft upper lip			IEA	IEA							OMIM:601027	HPO	Feb 17, 2009	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0000765	Abnormality of the thorax			IEA	IEA							OMIM:601027	HPO	Feb 17, 2009	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0001762	Talipes equinovarus			IEA	IEA							OMIM:601027	HPO	Feb 17, 2009	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0001830	Postaxial polydactyly of foot			IEA	IEA							OMIM:601027	HPO	Feb 17, 2009	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0001841	Preaxial polydactyly of foot			IEA	IEA							OMIM:601027	HPO	Feb 17, 2009	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0002190	Choroid plexus cyst			IEA	IEA							OMIM:601027	HPO	Feb 17, 2009	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0002986	Radial bowing			TAS	TAS							OMIM:601027	HPO:skoehler	Jun 20, 2010	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0007291	Posterior fossa cyst			IEA	IEA							OMIM:601027	HPO	Feb 17, 2009	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0001830	Postaxial polydactyly of foot			TAS	TAS							OMIM:601027	HPO:probinson	Apr 5, 2013	
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0001841	Preaxial polydactyly of foot			TAS	TAS							OMIM:601027	HPO:probinson	Apr 5, 2013
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0100702	Arachnoid cyst			TAS	TAS						Disease name contained:bia - polydactyly - arachnoid cyst|holmes-collins synd	OMIM:601027	HPO:skoehler	21.01.2015
OMIM:601027	TIBIA, ABSENCE OR HYPOPLASIA OF, WITH POLYDACTYLY, RETROCEREBELLARARACHNOID CYST, AND OTHER ANOMALIES					HP:0005772	Aplasia/Hypoplasia of the tibia			TAS	TAS						Disease name contained: and other anomaliesabsent tibia - polydactyly - ara	OMIM:601027	HPO:skoehler	21.01.2015

	
