Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0001903	Anemia			IEA	IEA	obligate						OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0000175	Cleft palate			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0000413	Atresia of the external auditory canal			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0000402	Stenosis of the external auditory canal			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0000492	Abnormality of the eyelid			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0001647	Bicuspid aortic valve			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0000104	Renal agenesis			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0006368	Forearm reduction defects			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0002984	Hypoplasia of the radius			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0003022	Hypoplasia of the ulna			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0009777	Absent thumb			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0011297	Abnormality of the digits			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0012130	Abnormality of cells of the erythroid lineage			IEA	IEA							OMIM:614900	HPO:skoehler	Jan 9, 2013	
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:614900	HPO:skoehler	16.08.2015
OMIM:614900	#614900 DIAMOND-BLACKFAN ANEMIA 11; DBA11					HP:0001875	Neutropenia			IEA	IEA						OMIM-CS:HEMATOLOGY > NEUTROPENIA	OMIM:614900	HPO:skoehler	16.08.2015
