Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0000007	Autosomal recessive inheritance			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0000430	Hypoplastic nasal alae			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0000482	Microcornea			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0000506	Telecanthus			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0000568	Microphthalmos			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0000682	Abnormality of dental enamel			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0000697	Misshapen teeth			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0010705	4-5 finger syndactyly			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0005768	2-4 toe cutaneous syndactyly			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0005769	Fifth finger distal phalanx clinodactyly			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
MIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	MIM:121014	GAP JUNCTION PROTEIN, ALPHA-1		GJA1	HP:0007930	Prominent epicanthal folds			TAS	TAS							OMIM:257850	HPO	Feb 17, 2009	
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0005622	Broad long bones			IEA	IEA						OMIM-CS:LIMBS > WIDENED LONG BONES	OMIM:257850	HPO:skoehler	Oct 17, 2012	
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0000460	Narrow nose			TAS	TAS							OMIM:257850	HPO:skoehler	Aug 11, 2013	
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0003189	Long nose			TAS	TAS							OMIM:257850	HPO:skoehler	Aug 11, 2013	
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0001508	Failure to thrive			IEA	IEA						OMIM-CS:GROWTH_OTHER > FAILURE TO THRIVE	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0000369	Low-set ears			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > LOW-SET EARS	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0009748	Large earlobe			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > PROMINENT EAR LOBES	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0000518	Cataract			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > CATARACT	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0000494	Downslanted palpebral fissures			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > DOWNSLANTING PALPEBRAL FISSURES	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0000545	Myopia			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > MYOPIA	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0009917	Persistent pupillary membrane			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > PERSISTENT PUPILLARY MEMBRANE	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0012745	Short palpebral fissure			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > SHORT PALPEBRAL FISSURES	OMIM:257850	HPO:skoehler	22.02.2015
OMIM:257850	#257850 OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE					HP:0000653	Sparse eyelashes			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > SPARSE EYELASHES	OMIM:257850	HPO:skoehler	22.02.2015
