Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000007	Autosomal recessive inheritance			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000012	Urinary urgency			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000018	Sphincter disturbance			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000020	Urinary incontinence			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000505	Visual impairment			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000709	Psychosis			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0000720	Mood swings			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0001249	Intellectual disability			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0001260	Dysarthria			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0001317	Abnormality of the cerebellum			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0001347	Hyperreflexia			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0001761	Pes cavus			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0002061	Lower limb spasticity			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0002064	Spastic gait			IEA	IEA									17.02.2009	
MIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE	MIM:612012	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 26		ZFYVE26	HP:0002169	Clonus			IEA	IEA									17.02.2009	
