Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000028	Cryptorchidism			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000054	Micropenis			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000133	Gonadal dysgenesis			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000218	High palate			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000311	Round face			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000316	Hypertelorism			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000347	Micrognathia			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000400	Macrotia			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000431	Wide nasal bridge			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0000692	Misalignment of teeth			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0001249	Intellectual disability			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0001263	Global developmental delay			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0001332	Dystonia			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0001420	Isolated cases			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0001518	Small for gestational age			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0004322	Short stature			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0005989	Redundant neck skin			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0008734	Decreased testicular size			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0009466	Radial deviation of finger			IEA	IEA							OMIM:146390	HPO	Feb 17, 2009	
OMIM:146390	CHROMOSOME 18p DELETION SYNDROME					HP:0030084	Clinodactyly			IEA	IEA						OMIM-CS:SKELETAL_HANDS > CLINODACTYLY	OMIM:146390	HPO:skoehler	Sep 21, 2014	
