Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:602032	ECTODERMAL DYSPLASIA, 'PURE' HAIR-NAIL TYPE					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:602032	HPO	Feb 17, 2009	
OMIM:602032	ECTODERMAL DYSPLASIA, 'PURE' HAIR-NAIL TYPE					HP:0001806	Onycholysis			IEA	IEA							OMIM:602032	HPO	Feb 17, 2009	
OMIM:602032	ECTODERMAL DYSPLASIA, 'PURE' HAIR-NAIL TYPE					HP:0003777	Pili torti			TAS	TAS							OMIM:602032	HPO:skoehler	Feb 17, 2009	
OMIM:602032	ECTODERMAL DYSPLASIA, 'PURE' HAIR-NAIL TYPE					HP:0004524	Temporal hypotrichosis			IEA	IEA							OMIM:602032	HPO	Feb 17, 2009	
OMIM:602032	ECTODERMAL DYSPLASIA, 'PURE' HAIR-NAIL TYPE					HP:0007436	Hair-nail ectodermal dysplasia			IEA	IEA							OMIM:602032	HPO	Feb 17, 2009	
OMIM:602032	ECTODERMAL DYSPLASIA, 'PURE' HAIR-NAIL TYPE					HP:0008394	Congenital onychodystrophy			IEA	IEA							OMIM:602032	HPO	Feb 17, 2009	
OMIM:602032	#602032 ECTODERMAL DYSPLASIA, 'PURE' HAIR-NAIL TYPE					HP:0002299	Brittle hair			TAS	TAS							OMIM:602032	HPO:skoehler	Oct 17, 2012	
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0002223	Absent eyebrow			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > ABSENT EYEBROWS	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0000561	Absent eyelashes			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > ABSENT EYELASHES	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0000971	Abnormality of the sweat gland			IEA	IEA				NOT	NOT	OMIM-CS:METABOLIC FEATURES > NORMAL SWEATING	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0001249	Intellectual disability			IEA	IEA				NOT	NOT	OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > NO MENTAL RETARDATION	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0001596	Alopecia			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > ALOPECIA	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0002231	Sparse body hair			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_HAIR > SPARSE BODY HAIR (IN SOME PATIENTS)	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0008404	Nail dystrophy			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_NAILS > ONYCHODYSTROPHY	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0000971	Abnormality of the sweat gland			IEA	IEA				NOT	NOT	OMIM-CS:SKIN, NAILS, HAIR_SKIN > NORMAL SWEATING	OMIM:602032	HPO:skoehler	28.01.2014
OMIM:602032	#602032 ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE					HP:0000164	Abnormality of the teeth			IEA	IEA				NOT	NOT	OMIM-CS:HEAD AND NECK_TEETH > NORMAL TEETH	OMIM:602032	HPO:skoehler	26.11.2014
