Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED				PXMP3	HP:0008935	Generalized neonatal hypotonia			TAS	TAS							OMIM:614866	HPO:probinson	Jan 9, 2013	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED				PXMP3	HP:0000007	Autosomal recessive inheritance			TAS	TAS							OMIM:614866	HPO:probinson	Feb 24, 2013	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED				PXMP3	HP:0001250	Seizures			TAS	TAS							OMIM:614866	HPO:probinson	Feb 24, 2013	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED				PXMP3	HP:0001263	Global developmental delay			TAS	TAS							OMIM:614866	HPO:probinson	Feb 24, 2013	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED				PXMP3	HP:0008872	Feeding difficulties in infancy			TAS	TAS							OMIM:614866	HPO:probinson	Feb 24, 2013	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED				PXMP3	HP:0001433	Hepatosplenomegaly			TAS	TAS							OMIM:614866	HPO:probinson	Feb 24, 2013	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED				PXMP3	HP:0000107	Renal cysts			TAS	TAS							OMIM:614866	HPO:probinson	Feb 24, 2013	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED				PXMP3	HP:0010655	Epiphyseal stippling			TAS	TAS							OMIM:614866	HPO:probinson	Feb 24, 2013	
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED					HP:0002033	Poor suck			IEA	IEA						OMIM-CS:ABDOMEN_GASTROINTESTINAL > POOR SUCK	OMIM:614866	HPO:skoehler	16.08.2015
OMIM:614866	#614866 PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED;CG5, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 10, INCLUDED;CG10, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP F, INCLUDED;CGF, INCLUDED					HP:0002240	Hepatomegaly			IEA	IEA						OMIM-CS:ABDOMEN_LIVER > HEPATOMEGALY	OMIM:614866	HPO:skoehler	16.08.2015
