Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0000514	Slow saccadic eye movements			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > SLOW SACCADES	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0000006	Autosomal dominant inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL DOMINANT	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0003677	Slow progression			IEA	IEA						OMIM-CS:MISCELLANEOUS > SLOWLY PROGRESSIVE	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0001272	Cerebellar atrophy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > CEREBELLAR ATROPHY	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0001260	Dysarthria			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DYSARTHRIA	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0003487	Babinski sign			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > EXTENSOR PLANTAR RESPONSES	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0002066	Gait ataxia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > GAIT ATAXIA	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0001347	Hyperreflexia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > HYPERREFLEXIA	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0002070	Limb ataxia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > LIMB ATAXIA	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0002166	Impaired vibration sensation in the lower limbs			IEA	IEA						OMIM-CS:NEUROLOGIC_PERIPHERAL NERVOUS SYSTEM > DECREASED VIBRATORY SENSE IN THE LOWER LIMBS	OMIM:610245	HPO:skoehler	Oct 17, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0001274	Agenesis of corpus callosum			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > AGENESIS OF THE CORPUS CALLOSUM (1 PATIENT)	OMIM:610245	HPO:skoehler	Nov 18, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0001337	Tremor			IEA	IEA	rare					OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > TREMOR (1 PATIENT)	OMIM:610245	HPO:skoehler	Nov 18, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0001310	Dysmetria			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > OCULAR DYSMETRIA	OMIM:610245	HPO:skoehler	Nov 21, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0007305	CNS demyelination			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > DEMYELINATION OF THE POSTERIOR AND LATERAL COLUMNS OF THE SPINAL CORD	OMIM:610245	HPO:skoehler	Nov 21, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0002529	Neuronal loss in central nervous system			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > NEURONAL LOSS IN THE DENTATE NUCLEI	OMIM:610245	HPO:skoehler	Nov 21, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0002529	Neuronal loss in central nervous system			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > NEURONAL LOSS IN THE INFERIOR OLIVES	OMIM:610245	HPO:skoehler	Nov 21, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0002529	Neuronal loss in central nervous system			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > NEURONAL LOSS IN THE PURKINJE CELL LAYER OF THE CEREBELLAR VERMIS	OMIM:610245	HPO:skoehler	Nov 21, 2012	
OMIM:610245	#610245 SPINOCEREBELLAR ATAXIA 23; SCA23					HP:0007141	Sensorimotor neuropathy			IEA	IEA						OMIM-CS:NEUROLOGIC_PERIPHERAL NERVOUS SYSTEM > MIXED AXONAL POLYNEUROPATHY	OMIM:610245	HPO:skoehler	Nov 21, 2012	
