Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:608807	HPO	17.02.2009	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0003236	Elevated serum creatine phosphokinase			TAS	TAS						Mild	OMIM:608807	HPO:probinson	17.02.2009	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0002460	Distal muscle weakness			IEA	IEA							OMIM:608807	HPO	17.02.2009	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0003236	Elevated serum creatine phosphokinase			IEA	IEA							OMIM:608807	HPO:skoehler	20.06.2010	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0003458	EMG: myopathic abnormalities			IEA	IEA							OMIM:608807	HPO	17.02.2009	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0003560	Muscular dystrophy			IEA	IEA							OMIM:608807	HPO	17.02.2009	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0003701	Proximal muscle weakness			IEA	IEA							OMIM:608807	HPO	17.02.2009	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0001638	Cardiomyopathy			TAS	TAS				NOT	NOT		OMIM:608807	HPO:skoehler	18.06.2010	
OMIM:608807	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J					HP:0011463	Childhood onset			TAS	TAS							OMIM:608807	HPO:probinson	24.07.2012	
OMIM:608807	#608807 MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J; LGMD2J					HP:0001638	Cardiomyopathy			IEA	IEA				NOT	NOT	OMIM-CS:CARDIOVASCULAR_HEART > NO CARDIOMYOPATHY	OMIM:608807	HPO:skoehler	30.05.2013
