Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:112240	BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:112240	HPO	Feb 17, 2009	
OMIM:112240	BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0000238	Hydrocephalus			IEA	IEA							OMIM:112240	HPO	Feb 17, 2009	
OMIM:112240	BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0000586	Shallow orbits			IEA	IEA							OMIM:112240	HPO	Feb 17, 2009	
OMIM:112240	BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0002007	Frontal bossing			IEA	IEA							OMIM:112240	HPO	Feb 17, 2009	
OMIM:112240	BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0002757	Recurrent fractures			TAS	TAS							OMIM:112240	HPO:skoehler	Feb 17, 2009	
OMIM:112240	BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0005472	Orbital craniosynostosis			IEA	IEA							OMIM:112240	HPO	Feb 17, 2009	
OMIM:112240	112240 BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES;;COLE-CARPENTER SYNDROME					HP:0001263	Global developmental delay			IEA	IEA				NOT	NOT	OMIM-CS:NEURO > NORMAL INTELLECTUAL DEVELOPMENT	OMIM:112240	HPO:skoehler	04.01.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:112240	HPO:skoehler	31.05.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0000347	Micrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MICROGNATHIA	OMIM:112240	HPO:skoehler	31.05.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0011800	Midface retrusion			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MIDFACE HYPOPLASIA	OMIM:112240	HPO:skoehler	31.05.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0000691	Microdontia			IEA	IEA						OMIM-CS:HEAD AND NECK_TEETH > SMALL TEETH	OMIM:112240	HPO:skoehler	31.05.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0001334	Communicating hydrocephalus			IEA	IEA						MODIFIER:PROGRESSIVE;OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > COMMUNICATING HYDROCEPHALUS, PROGRESSIVE	OMIM:112240	HPO:skoehler	31.05.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0000938	Osteopenia			IEA	IEA						OMIM-CS:SKELETAL > OSTEOPENIA	OMIM:112240	HPO:skoehler	31.05.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0004440	Coronal craniosynostosis			IEA	IEA						OMIM-CS:SKELETAL_SKULL > CORONAL CRANIOSYNOSTOSIS	OMIM:112240	HPO:skoehler	31.05.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0002953	Vertebral compression fractures			IEA	IEA						OMIM-CS:SKELETAL_SPINE > VERTEBRAL COMPRESSION FRACTURES	OMIM:112240	HPO:skoehler	31.05.2015
OMIM:112240	#112240 COLE-CARPENTER SYNDROME 1; CLCRP1;;BONE FRAGILITY WITH CRANIOSYNOSTOSIS, OCULAR PROPTOSIS, HYDROCEPHALUS,AND DISTINCTIVE FACIAL FEATURES					HP:0001620	High pitched voice			IEA	IEA						OMIM-CS:VOICE > HIGH-PITCHED VOICE	OMIM:112240	HPO:skoehler	31.05.2015
