Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0000007	Autosomal recessive inheritance									IEA									Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0000726	Dementia									PCS	33/54							PMID: 10775536	Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0000746	Delusions									ITM									Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0000939	Osteoporosis			_:increased_bone_resorption_and__:decreased_osteogenesis	null					IEA		PATO:0001869	pathological						Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0001114	Xanthelasma									IEA									Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0000518	Cataract									PCS	52/54							PMID: 10775536	Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0001249	Mental retardation									IEA									Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0001275	Epilepsy	FMA:67944	null	HP:0001251	Ataxia					PCS	14/54							PMID: 10775536	Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0001257	Spasticity									IEA									Feb 17, 2009	
MIM:213700	CEREBROTENDINOUS XANTHOMATOSIS CEREBRAL CHOLESTERINOSIS	MIM:606530	CYTOCHROME P450, SUBFAMILY XXVIIA, POLYPEPTIDE 1 STEROL 27-HYDROXYLASE		CYP27A1	HP:0001272	Cerebellar atrophy									PCS	23/34							PMID: 10775536	Feb 17, 2009	
