Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000007	Autosomal recessive inheritance			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000023	Inguinal hernia			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000156	High-arched palate			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000501	Glaucoma			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000545	Myopia			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000678	Dental crowding			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000767	Pectus excavatum			ITM	ITM									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000939	Osteoporosis			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001083	Ectopia lentis			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001166	Arachnodactyly			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001249	Intellectual disability			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001250	Seizures			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001376	Decreased mobility of joints			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001508	Failure to thrive			ITM	ITM									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001634	Mitral valve prolapse			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001658	Myocardial infarction			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001733	Pancreatitis			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001907	Thromboembolism			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0002156	Homocystinuria			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0002299	Brittle hair			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000708	Behavioural/Psychiatric Abnormality			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0002452	Cerebrovascular accident			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0002751	Kyphoscoliosis			IEA	IEA									17.02.2009	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0001397	Hepatic steatosis			PCS	PCS							MIM:236200	probinson	16.03.2012	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0004586	Biconcave vertebral bodies			PCS	PCS							MIM:236200	probinson	16.03.2012	
MIM:236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY					HP:0000098	Tall stature			PCS	PCS						Mild	MIM:236200	probinson	16.03.2012	
