Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:609637	HOLOPROSENCEPHALY 5	MIM:600470	ZINC FINGER PROTEIN OF CEREBELLUM 1	Haploinsufficiency	ZIC2	HP:0000252	Microcephaly			TAS	TAS							MIM:609637	PATOC:GVG; PATOC:PS 	24.04.2012	
MIM:609637	HOLOPROSENCEPHALY 5	MIM:600470	ZINC FINGER PROTEIN OF CEREBELLUM 1	Haploinsufficiency	ZIC2	HP:0001360	Holoprosencephaly			TAS	TAS							MIM:609637	PATOC:GVG; PATOC:PS 	24.04.2012	
MIM:609637	HOLOPROSENCEPHALY 5	MIM:600470	ZINC FINGER PROTEIN OF CEREBELLUM 1	Haploinsufficiency	ZIC2	HP:0001999	Abnormal facial shape			TAS	TAS							MIM:609637	PATOC:GVG; PATOC:PS 	24.04.2012	
MIM:609637	HOLOPROSENCEPHALY 5	MIM:600470	ZINC FINGER PROTEIN OF CEREBELLUM 1	Haploinsufficiency	ZIC2	HP:0001263	Global developmental delay			TAS	TAS							MIM:609637	PATOC:GVG; PATOC:PS 	24.04.2012	
MIM:609637	HOLOPROSENCEPHALY 5	MIM:600470	ZINC FINGER PROTEIN OF CEREBELLUM 1	Haploinsufficiency	ZIC2	HP:0000238	Hydrocephalus			TAS	TAS							MIM:609637	PATOC:GVG; PATOC:PS 	24.04.2012	
MIM:609637	HOLOPROSENCEPHALY 5	MIM:600470	ZINC FINGER PROTEIN OF CEREBELLUM 1	Haploinsufficiency	ZIC2	HP:0000243	Trigonocephaly			TAS	TAS							MIM:609637	PATOC:GVG; PATOC:PS 	24.04.2012	
OMIM:609637	#609637 HOLOPROSENCEPHALY 5; HPE5					HP:0000664	Synophrys			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > SYNOPHRYS	OMIM:609637	HPO:skoehler	17.10.2012
OMIM:609637	#609637 HOLOPROSENCEPHALY 5; HPE5					HP:0000006	Autosomal dominant inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL DOMINANT	OMIM:609637	HPO:skoehler	17.10.2012
OMIM:609637	#609637 HOLOPROSENCEPHALY 5; HPE5					HP:0001249	Intellectual disability			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > MENTAL RETARDATION	OMIM:609637	HPO:skoehler	17.10.2012
OMIM:609637	#609637 HOLOPROSENCEPHALY 5; HPE5					HP:0000664	Synophrys			IEA	IEA						OMIM-CS:SKIN, NAILS, HAIR_HAIR > SYNOPHRYS	OMIM:609637	HPO:skoehler	17.10.2012
