Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0001696	Situs inversus totalis			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0001651	Dextrocardia			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0000789	Infertility			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0000388	Otitis media			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0000462	Nasal polyps			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0000246	Sinusitis			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0000007	Autosomal recessive inheritance			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0003577	Congenital onset			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0002205	Recurrent respiratory infections			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0002098	Respiratory distress			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0002110	Bronchiectasis			TAS	TAS							OMIM:606763	HPO:skoehler	Oct 17, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0000365	Hearing impairment			TAS	TAS	rare						OMIM:606763	HPO:skoehler	Nov 18, 2012	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0012263	Immotile cilia			TAS	TAS							OMIM:606763	HPO:probinson	Apr 7, 2013	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0012259	Absent inner and outer dynein arms			PCS	PCS							pmid:22387996	HPO:probinson	Apr 7, 2013	
OMIM:606763	#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS					HP:0012265	Ciliary dyskinesia			IEA	IEA						Disease name contained:#606763 ciliary dyskinesia, primary,	OMIM:606763	HPO:skoehler	19.01.2015
