Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:145420	HPO	17.02.2009	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0000049	Shawl scrotum			IEA	IEA							OMIM:145420	HPO	17.02.2009	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0000316	Hypertelorism			IEA	IEA							OMIM:145420	HPO	17.02.2009	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0000349	Widow's peak			IEA	IEA							OMIM:145420	HPO	17.02.2009	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0000494	Downslanted palpebral fissures			IEA	IEA							OMIM:145420	HPO	17.02.2009	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0001169	Broad palm			IEA	IEA							OMIM:145420	SKOEHLER	20.06.2010	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0002007	Frontal bossing			IEA	IEA							OMIM:145420	HPO	17.02.2009	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0003196	Nasal hypoplasia			IEA	IEA							OMIM:145420	HPO	17.02.2009	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0000431	Broad nasal bridge			TAS	TAS							OMIM:145420	probinson	24.04.2012	
OMIM:145420	HYPERTELORISM, TEEBI TYPE					HP:0005280	Depressed nasal bridge			TAS	TAS							OMIM:145420	probinson	24.04.2012	
OMIM:145420	%145420 HYPERTELORISM, TEEBI TYPE;;BRACHYCEPHALOFRONTONASAL DYSPLASIA					HP:0011220	Prominent forehead			IEA	IEA						OMIM-CS:FACIES > PROMINENT FOREHEAD	OMIM:145420	HPO:skoehler	17.10.2012
