Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0001297	Stroke			IEA	IEA							OMIM:611126	HPO:skoehler	20.06.2010	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0001324	Muscle weakness			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0001399	Hepatic failure			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0001414	Microvesicular hepatic steatosis			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0001635	Congestive heart failure			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0001644	Dilated cardiomyopathy			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0001873	Thrombocytopenia			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0001943	Hypoglycemia			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0002181	Cerebral edema			IEA	IEA							OMIM:611126	HPO	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0002910	Elevated hepatic transaminases			TAS	TAS							OMIM:611126	HPO:probinson	17.02.2009	
OMIM:611126	ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF					HP:0003215	Dicarboxylic aciduria			TAS	TAS	Occasional						OMIM:611126	HPO:probinson	17.02.2009	
OMIM:611126	#611126 ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF;;ACAD9 DEFICIENCY;;MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY					HP:0001639	Hypertrophic cardiomyopathy			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > CARDIOMYOPATHY, HYPERTROPHIC	OMIM:611126	HPO:skoehler	17.10.2012
OMIM:611126	#611126 ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF;;ACAD9 DEFICIENCY;;MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY					HP:0003128	Lactic acidosis			IEA	IEA						OMIM-CS:METABOLIC FEATURES > LACTIC ACIDOSIS	OMIM:611126	HPO:skoehler	17.10.2012
OMIM:611126	#611126 ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF;;ACAD9 DEFICIENCY;;MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY					HP:0003546	Exercise intolerance			IEA	IEA						OMIM-CS:MUSCLE, SOFT TISSUE > EXERCISE INTOLERANCE	OMIM:611126	HPO:skoehler	17.10.2012
OMIM:611126	#611126 ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF;;ACAD9 DEFICIENCY;;MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY					HP:0001298	Encephalopathy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > ENCEPHALOPATHY	OMIM:611126	HPO:skoehler	17.10.2012
