Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000006	Autosomal dominant inheritance									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000156	High-arched palate									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000210	Micrognathia	FMA:54396		PATO:0000587	decreased size					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000268	Dolichocephaly									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000272	Malar hypoplasia	FMA:52747		PATO:0000645	hypoplastic					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000278	Retrognathia									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000318	Long, narrow facies									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000494	Downward slanting palpebral fissures									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000541	Detached retina	FMA:58301		PATO:0001453	detached from					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000545	Myopia									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000663	Enophthalmos	FMA:54448		PATO:0001477	retracted					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000678	Dental crowding									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000767	Pectus excavatum									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000768	Pectus carinatum									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001002	Decreased subcutaneous fat									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001065	Striae distensae									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001083	Ectopia lentis	FMA:58241		PATO:0000628	mislocalised					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0000518	Cataract									PCS								OMIM:154700	Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001166	Arachnodactyly									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001372	Joint contractures			HP:0001371	Contractures					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001382	Joint hypermobility									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001462	Abnormality of external features of the abdomen									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001527										ITM									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001548	Overgrowth									ITM									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001634	Mitral valve prolapse	FMA:7235		PATO:0000623	exserted					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001635	Congestive heart failure	GO:0060047		PATO:0001641	disfunctional					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001653	Mitral regurgitation									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001659	Aortic insufficiency									IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001704	Tricuspid valve prolapse	FMA:7234		PATO:0000623	exserted					IEA									Feb 17, 2009	
MIM:154700	MARFAN SYNDROME	MIM:134797	FIBRILLIN 1		FBN1	HP:0001761	Pes cavus									IEA									Feb 17, 2009	
