Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000248	Brachycephaly									PCS	6/9							PMID:8644736	17.02.2009	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000262	Turricephaly									TAS								OMIM:601224 	17.02.2009	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0001249	Mental retardation									PCS	7/10							PMID:8644736	17.02.2009	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0001466	Contiguous gene syndrome									TAS								OMIM:601224 	17.02.2009	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0002697	Parietal foramina									PCS	9/11							PMID:8644736	17.02.2009	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0002762	Multiple exostoses									PCS	10/10							PMID:8644736	17.02.2009	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0004439	Craniofacial dysostosis									PCS	frequent							PMID:8644736	17.02.2009	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0005650	Cutaneous syndactyly between fingers 2 and 5									TAS	rare							OMIM:601224 	17.02.2009	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0002645	Wormian bones									PCS	3/6							PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0001252	Muscular hypotonia									PCS	5/9							PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0001250	Seizures									PCS	2/11							PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000506	Telecanthus									PCS	4/9							PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000286	Epicanthus									PCS	4/9							PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000954	Transverse palmar creases									PCS	5/6							PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000054	Micropenis									PCS	5/6							PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000337	Broad forehead									PCS								PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000348	High forehead									PCS								PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000494	Downward slanting palpebral fissures									PCS								PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000431	Broad nasal bridge									PCS								PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0003196	Nasal hypoplasia									PCS								PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000430	Hypoplastic nasal alae									PCS								PMID:8644736	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0005338	Sparse lateral eyebrows									PCS	6/9							PMID:15852040	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0000322	Short philtrum									PCS	6/9							PMID:15852040	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0002714	Downturned corners of mouth									PCS	8/9							PMID:15852040	15.09.2010	
MIM:601224	POTOCKI-SHAFFER SYNDROME CHROMOSOME 11p11.2 DELETION SYNDROME PROXIMAL 11p DELETION SYNDROME DEFECT11 SYNDROME					HP:0001156	Brachydactyly									PCS	5/8							PMID:15852040	15.09.2010	
