Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Mode of Inheritance ID	Mode of Inheritance Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Description	Orthologs	Pub	Date Created	
MIM:113100	BRACHYDACTYLY, TYPE C			MIM:601146 / wt; MIM:603248.0004 / wt	GDF5; BMPR1B	HP:0000006	Autosomal dominant inheritance											PCS						MIM:113100	17.02.2009	
MIM:113100	BRACHYDACTYLY, TYPE C	MIM:601146	GROWTH/DIFFERENTIATION FACTOR 5 LIPOPOLYSACCHARIDE-ASSOCIATED PROTEIN 4 LPS-ASSOCIATED PROTEIN 4	MIM:601146 / wt	GDF5	HP:0001509	Short stature											HPO:sdoelken	frequent						01.10.2009	
MIM:113100	BRACHYDACTYLY, TYPE C	MIM:601146	GROWTH/DIFFERENTIATION FACTOR 5 LIPOPOLYSACCHARIDE-ASSOCIATED PROTEIN 4 LPS-ASSOCIATED PROTEIN 4	MIM:601146 / wt	GDF5	HP:0001762	Talipes equinovarus											HPO:sdoelken	occasional						01.10.2009	
MIM:113100	BRACHYDACTYLY, TYPE C	MIM:601146	GROWTH/DIFFERENTIATION FACTOR 5 LIPOPOLYSACCHARIDE-ASSOCIATED PROTEIN 4 LPS-ASSOCIATED PROTEIN 4	MIM:601146 / wt	GDF5	HP:0001772	Talipes equinovalgus											HPO:sdoelken	occasional						01.10.2009	
MIM:113100	BRACHYDACTYLY, TYPE C	MIM:601146	GROWTH/DIFFERENTIATION FACTOR 5 LIPOPOLYSACCHARIDE-ASSOCIATED PROTEIN 4 LPS-ASSOCIATED PROTEIN 4	MIM:601146 / wt	GDF5	HP:0002750	Delayed skeletal maturation											HPO:sdoelken	occasional						01.10.2009	
MIM:113100	BRACHYDACTYLY, TYPE C			MIM:601146 / wt; MIM:603248.0004 / wt	GDF5; BMPR1B	HP:0004209	Clinodactyly of the 5th finger											HPO:sdoelken; PMID:16957682	common						01.10.2009	
MIM:113100	BRACHYDACTYLY, TYPE C			MIM:601146 / wt; MIM:603248.0004 / wt	GDF5; BMPR1B	HP:0006017	Disproportionate shortening of 2nd and 3rd fingers											HPO:sdoelken; PMID:16957682	hallmark						01.10.2009	
MIM:113100	BRACHYDACTYLY, TYPE C	MIM:601146	GROWTH/DIFFERENTIATION FACTOR 5 LIPOPOLYSACCHARIDE-ASSOCIATED PROTEIN 4 LPS-ASSOCIATED PROTEIN 4	MIM:601146 / wt	GDF5	HP:0009324	Enlarged epiphysis of the middle phalanx of the 3rd finger											HPO:sdoelken	common						01.10.2009	
MIM:113100	BRACHYDACTYLY, TYPE C	MIM:601146	GROWTH/DIFFERENTIATION FACTOR 5 LIPOPOLYSACCHARIDE-ASSOCIATED PROTEIN 4 LPS-ASSOCIATED PROTEIN 4	MIM:601146 / wt	GDF5	HP:0009331	Triangular epiphysis of the middle phalanx of the 3rd finger											HPO:sdoelken	common						01.10.2009	
MIM:113100	BRACHYDACTYLY, TYPE C	MIM:601146	GROWTH/DIFFERENTIATION FACTOR 5 LIPOPOLYSACCHARIDE-ASSOCIATED PROTEIN 4 LPS-ASSOCIATED PROTEIN 4	MIM:601146 / wt	GDF5	HP:0009349	Enlarged epiphysis of the proximal phalanx of the 3rd finger											HPO:sdoelken	common						01.10.2009	
