Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0004322	Short stature			IEA	IEA	rare					OMIM-CS:GROWTH_HEIGHT > SHORT STATURE, SEVERE (IN SOME PATIENTS)	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0000407	Sensorineural hearing impairment			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > SENSORINEURAL HEARING LOSS	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0001760	Abnormality of the foot			IEA	IEA						OMIM-CS:SKELETAL_FEET > ASYMMETRICAL SEVERELY DEFORMED FEET (IN SOME PATIENTS)	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0001839	Ectrodactyly (feet)			IEA	IEA						OMIM-CS:SKELETAL_FEET > SPLIT FOOT	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET									IEA	IEA						OMIM-CS:SKELETAL_HANDS > DORSALIZATION OF PALMS (IN SOME PATIENTS)	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0001171	Ectrodactyly (hands)			IEA	IEA						OMIM-CS:SKELETAL_HANDS > ECTRODACTYLY	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET									IEA	IEA						OMIM-CS:SKELETAL_HANDS > RESTRICTION OF FLEXION AT ALL METACARPOPHALANGEAL AND INTERPHALANGEAL	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0001182	Tapered finger			IEA	IEA	rare					OMIM-CS:SKELETAL_HANDS > TAPERED FINGERS (IN SOME PATIENTS)	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0002814	Abnormality of the lower limb			IEA	IEA	rare					OMIM-CS:SKELETAL_LIMBS > ASYMMETRIC SHORT AND SEVERELY DEFORMED LEGS (IN SOME PATIENTS)	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0002650	Scoliosis			IEA	IEA	rare					OMIM-CS:SKELETAL_SPINE > SCOLIOSIS, MILD (RARE)	OMIM:220600	HPO:skoehler	Oct 14, 2012	
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0001597	Abnormality of the nail			IEA	IEA	rare					OMIM-CS:SKIN, NAILS, HAIR_NAILS > CYLINDRICAL NAILS (IN SOME PATIENTS)	OMIM:220600	HPO:skoehler	Oct 14, 2012
OMIM:220600	#220600 SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS; SHFM1D;;DEAFNESS, CONGENITAL, AND SPLIT HANDS AND FEET					HP:0003510	Severe short stature			IEA	IEA	rare					OMIM-CS:GROWTH_HEIGHT > SHORT STATURE, SEVERE (IN SOME PATIENTS)	OMIM:220600	HPO:skoehler	30.12.2012
	
