Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY				ITGA7	HP:0003198	Myopathy	HP:0003577	Congenital onset	TAS	TAS							OMIM:613204	HPO:probinson	Jan 9, 2013	
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY				ITGA7	HP:0001249	Intellectual disability			TAS	TAS							OMIM:613204	HPO:probinson	Jun 2, 2013	
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY				ITGA7	HP:0001270	Motor delay			TAS	TAS							OMIM:613204	HPO:probinson	Jun 2, 2013	
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY				ITGA7	HP:0003236	Elevated serum creatine phosphokinase			TAS	TAS						Mild	OMIM:613204	HPO:probinson	Jun 2, 2013	
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY				ITGA7	HP:0003557	Increased variability in muscle fiber diameter			TAS	TAS							OMIM:613204	HPO:probinson	Jun 2, 2013	
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY				ITGA7	HP:0008947	Infantile muscular hypotonia			TAS	TAS							OMIM:613204	HPO:probinson	Jun 2, 2013	
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:613204	HPO:skoehler	03.06.2013
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY					HP:0003593	Infantile onset			IEA	IEA						OMIM-CS:MISCELLANEOUS > ONSET IN INFANCY	OMIM:613204	HPO:skoehler	03.06.2013
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY					HP:0001319	Neonatal hypotonia			IEA	IEA						OMIM-CS:MUSCLE, SOFT TISSUE > HYPOTONIA, NEONATAL	OMIM:613204	HPO:skoehler	03.06.2013
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY					HP:0003202	Amyotrophy			IEA	IEA						OMIM-CS:MUSCLE, SOFT TISSUE > MUSCLE ATROPHY	OMIM:613204	HPO:skoehler	03.06.2013
OMIM:613204	#613204 MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY;;MYOPATHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY					HP:0002650	Scoliosis			IEA	IEA						OMIM-CS:SKELETAL_SPINE > SCOLIOSIS	OMIM:613204	HPO:skoehler	03.06.2013
