Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0001324	Muscle weakness			TAS	TAS				NOT	NOT		OMIM:160800	SKOEHLER	Jun 18, 2010	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0000006	Autosomal dominant inheritance			TAS	TAS							OMIM:160800	probinson	Apr 27, 2012	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0010548	Percussion myotonia			PCS	PCS	4/9						pmid:18337100	probinson	Apr 27, 2012	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0003740	Myotonia improves with continued activity ('warm-up phenomenon')			PCS	PCS	9/9						pmid:18337100	probinson	Apr 27, 2012	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0003552	Muscle stiffness			PCS	PCS	7/9						pmid:18337100	probinson	Apr 27, 2012	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0003326	Myalgia			PCS	PCS	Rare						OMIM:160800	probinson	Apr 27, 2012	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0003712	Muscle hypertrophy			PCS	PCS	7/9						OMIM:160800	probinson	Apr 27, 2012	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0002486	Myotonia			PCS	PCS	7/9						OMIM:160800	probinson	Apr 27, 2012	
OMIM:160800	MYOTONIA CONGENITA, AUTOSOMAL DOMINANT					HP:0003730	EMG: myotonic runs			PCS	PCS							OMIM:160800	probinson	Apr 27, 2012	
OMIM:160800	#160800 MYOTONIA CONGENITA, AUTOSOMAL DOMINANT;;THOMSEN DISEASE; THDMYOTONIA LEVIOR, INCLUDED					HP:0003812	Phenotypic variability			IEA	IEA						OMIM-CS:MISCELLANEOUS > HIGHLY VARIABLE PHENOTYPE AND SEVERITY	OMIM:160800	HPO:skoehler	17.10.2012
