Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:314580	WIEACKER SYNDROME					HP:0001256	Intellectual disability, mild			IEA	IEA							OMIM:314580	HPO	17.02.2009	
OMIM:314580	WIEACKER SYNDROME					HP:0001417	X-linked inheritance			IEA	IEA							OMIM:314580	HPO	17.02.2009	
OMIM:314580	WIEACKER SYNDROME					HP:0002186	Apraxia			TAS	TAS						Dyspraxia	OMIM:314580	HPO:probinson	17.02.2009	
OMIM:314580	WIEACKER SYNDROME					HP:0003693	Distal amyotrophy			IEA	IEA							OMIM:314580	HPO:skoehler	20.06.2010	
OMIM:314580	WIEACKER SYNDROME					HP:0005745	Congenital foot contractures			IEA	IEA							OMIM:314580	HPO	17.02.2009	
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0011968	Feeding difficulties			IEA	IEA						OMIM-CS:ABDOMEN_GASTROINTESTINAL > POOR FEEDING	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000774	Narrow chest			IEA	IEA						OMIM-CS:CHEST_EXTERNAL FEATURES > NARROW SHOULDERS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000774	Narrow chest			IEA	IEA						OMIM-CS:CHEST_EXTERNAL FEATURES > NARROW THORAX	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000369	Low-set ears			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > LOW-SET EARS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000657	Oculomotor apraxia			IEA	IEA	rare					OMIM-CS:HEAD AND NECK_EYES > OCULOMOTOR APRAXIA (IN SOME PATIENTS)	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000508	Ptosis			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > PTOSIS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000582	Upslanted palpebral fissure			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > UPSLANTING PALPEBRAL FISSURES	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0010628	Facial palsy			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > FACIAL WEAKNESS	OMIM:314580	HPO:skoehler	17.07.2013
OMIM:314580	#314580 WIEACKER-WOLFF SYNDROME; WRWF;;WIEACKER SYNDROME;;CONTRACTURES OF FEET, MUSCLE ATROPHY, AND OCULOMOTOR APRAXIA;;APRAXIA, OCULOMOTOR, WITH CONGENITAL CONTRACTURES AND MUSCLE ATROPHY					HP:0000319	Smooth philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > FLAT PHILTRUM	OMIM:314580	HPO:skoehler	17.07.2013
