Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0001662	Bradycardia			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > BRADYCARDIA	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0000369	Low-set ears			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > LOW-SET EARS	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0000007	Autosomal recessive inheritance			IEA	IEA						OMIM-CS:INHERITANCE > AUTOSOMAL RECESSIVE	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0001987	Hyperammonemia			IEA	IEA						OMIM-CS:LABORATORY ABNORMALITIES > HYPERAMMONEMIA	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0002977	Aplasia/Hypoplasia involving the central nervous system			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > BRAIN ATROPHY	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0001298	Encephalopathy			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > ENCEPHALOPATHY	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0001347	Hyperreflexia			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > HYPERREFLEXIA	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0003429	Hypomyelination			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > HYPOMYELINATION	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0007109	Periventricular cysts			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > PERIVENTRICULAR CYSTS	OMIM:610015	HPO:skoehler	Oct 17, 2012	
OMIM:610015	#610015 GLUTAMINE DEFICIENCY, CONGENITAL;;GLUTAMINE SYNTHASE DEFICIENCY, CONGENITAL SYSTEMIC					HP:0001250	Seizures			IEA	IEA						OMIM-CS:NEUROLOGIC_CENTRAL NERVOUS SYSTEM > SEIZURES	OMIM:610015	HPO:skoehler	Oct 17, 2012	
