Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0010554	Cutaneous finger syndactyly			TAS	TAS							OMIM:613573	HPO:probinson	Jan 9, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0005709	2-3 toe cutaneous syndactyly			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0003777	Pili torti			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0002209	Sparse scalp hair			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0000535	Sparse eyebrow			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0000653	Sparse eyelashes			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0000698	Conical teeth			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0006297	Hypoplasia of dental enamel			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0001792	Small nail			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013	
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0010765	Palmar hyperkeratosis			TAS	TAS							OMIM:613573	HPO:probinson	Mar 12, 2013
OMIM:613573	#613573 ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1					HP:0000968	Ectodermal dysplasia			TAS	TAS							OMIM:613573	HPO:skoehler	Jan 14, 2015	
	
