Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000156	High-arched palate			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000256	Macrocephaly			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000327	Hypoplasia of the maxilla			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000442	High nasal bridge			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000767	Pectus excavatum			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000768	Pectus carinatum			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000774	Narrow chest			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0001166	Arachnodactyly			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0001249	Intellectual disability			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0001419	X-linked recessive inheritance			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0001507	Growth abnormality			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0001614	Hypernasal speech			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0002007	Frontal bossing			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000303	Mandibular prognathia			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0002650	Scoliosis			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0002808	Kyphosis			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0003011	Abnormality of the musculature			IEA	IEA							OMIM:300676	HPO	17.02.2009	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000276	Long face			TAS	TAS							OMIM:300676	HPO:probinson	01.05.2012	
OMIM:300676	MENTAL RETARDATION, X-LINKED, SYNDROMIC 14					HP:0000275	Narrow face			TAS	TAS							OMIM:300676	HPO:probinson	01.05.2012	
OMIM:300676	#300676 MENTAL RETARDATION, X-LINKED, SYNDROMIC 14; MRXS14					HP:0011220	Prominent forehead			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > PROMINENT FOREHEAD	OMIM:300676	HPO:skoehler	17.10.2012
OMIM:300676	#300676 MENTAL RETARDATION, X-LINKED, SYNDROMIC 14; MRXS14					HP:0001833	Large feet			IEA	IEA						OMIM-CS:SKELETAL_FEET > LONG FEET	OMIM:300676	HPO:skoehler	17.10.2012
