Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA					HP:0000007	Autosomal recessive inheritance			TAS	TAS							OMIM:231095	HPO:skoehler	Feb 17, 2009	
OMIM:231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA					HP:0001873	Thrombocytopenia			TAS	TAS							OMIM:231095	HPO:skoehler	Feb 17, 2009	
OMIM:231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA					HP:0005890	Hyperostosis cranialis interna			TAS	TAS	Rare						OMIM:231095	HPO:skoehler	Feb 17, 2009	
OMIM:231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA					HP:0005505	Refractory anemia			TAS	TAS							OMIM:231095	HPO:skoehler	Feb 17, 2009	
OMIM:231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA					HP:0005528	Bone marrow hypocellularity			TAS	TAS							OMIM:231095	HPO:skoehler	Feb 17, 2009	
OMIM:231095	#231095 GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD;;GHOSAL SYNDROME					HP:0011974	Myelofibrosis			TAS	TAS							OMIM:231095	HPO:skoehler	Oct 17, 2012	
OMIM:231095	#231095 GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD;;GHOSAL SYNDROME					HP:0011974	Myelofibrosis			TAS	TAS							OMIM:231095	HPO:skoehler	Oct 17, 2012	
OMIM:231095	#231095 GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD;;GHOSAL SYNDROME					HP:0100252	Diaphyseal dysplasia			TAS	TAS							OMIM:231095	HPO:skoehler	Oct 17, 2012	
OMIM:231095	GHOSAL HEMATODIAPHYSEAL DYSPLASIA					HP:0005890	Hyperostosis cranialis interna			IEA	IEA							OMIM:231095	HPO:skoehler	Feb 23, 2013	
OMIM:231095	#231095 GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD;;GHOSAL SYNDROME					HP:0001882	Leukopenia			IEA	IEA	rare					OMIM-CS:HEMATOLOGY > LEUKOPENIA (LESS COMMON)	OMIM:231095	HPO:skoehler	25.02.2013
OMIM:231095	#231095 GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD;;GHOSAL SYNDROME					HP:0003812	Phenotypic variability			IEA	IEA						OMIM-CS:MISCELLANEOUS > VARIABLE PHENOTYPE	OMIM:231095	HPO:skoehler	25.02.2013
OMIM:231095	#231095 GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD;;GHOSAL SYNDROME					HP:0011001	Increased bone mineral density			IEA	IEA						OMIM-CS:SKELETAL > INCREASED BONE DENSITY	OMIM:231095	HPO:skoehler	25.02.2013
