Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0000006	Autosomal dominant inheritance			TAS	TAS							OMIM:614104	HPO:probinson	Jan 9, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0011344	Severe global developmental delay			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0000252	Microcephaly			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0000717	Autism			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0000341	Narrow forehead			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0000490	Deeply set eye			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0001531	Failure to thrive in infancy			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0002373	Febrile seizures			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0001822	Hallux valgus			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
OMIM:614104	#614104 MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7				DYRK1A	HP:0002120	Cerebral cortical atrophy			TAS	TAS							OMIM:614104	HPO:probinson	Aug 10, 2013	
