Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0000762	Decreased nerve conduction velocity			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0001284	Areflexia			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0001419	X-linked recessive inheritance			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0001761	Pes cavus			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0002934	Distal limb muscle atrophy due to peripheral neuropathy			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0002935	Distal limb muscle weakness due to peripheral neuropathy			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0003376	Steppage gait			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0003377	Foot drop			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0002936	Distal sensory impairment			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0003482	EMG: axonal abnormality			IEA	IEA									17.02.2009	
MIM:302802	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 3					HP:0003484	Upper limb muscle weakness			IEA	IEA						Late	MIM:302802	probinson	13.03.2012	
