Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000006	Autosomal dominant inheritance			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000189	Narrow palate			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000347	Micrognathia			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000219	Thin upper lip vermilion			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000412	Prominent ears			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000684	Delayed eruption of teeth			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000689	Dental malocclusion			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000691	Microdontia			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0000768	Pectus carinatum			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0004322	Short stature			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0001763	Pes planus			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0010743	Short metatarsal bone			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0001816	Thin nail			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0001820	Leukonychia			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0002217	Slow-growing hair			TAS	TAS							MIM:190350	HPO:probinson	17.02.2009	
MIM:190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	MIM:604386	ZINC FINGER TRANSCRIPTION FACTOR TRPS1		TRPS1	HP:0008070	Sparse hair			PCS	PCS							MIM:190350	HPO:probinson	17.02.2009	
