Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0001659	Aortic regurgitation			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > AORTIC VALVE REGURGITATION	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0001631	Defect in the atrial septum			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > ATRIAL SEPTAL DEFECT	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0001629	Ventricular septal defect			IEA	IEA						OMIM-CS:CARDIOVASCULAR_HEART > VENTRICULAR SEPTAL DEFECT	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0001680	Coarctation of aorta			IEA	IEA						OMIM-CS:CARDIOVASCULAR_VASCULAR > AORTIC COARCTATION	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0001682	Subvalvular aortic stenosis			IEA	IEA						OMIM-CS:CARDIOVASCULAR_VASCULAR > SUBAORTIC STENOSIS	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0004322	Short stature			IEA	IEA						OMIM-CS:GROWTH_HEIGHT > SHORT STATURE	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0001510	Growth delay			IEA	IEA						OMIM-CS:GROWTH_OTHER > POOR GROWTH	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0001511	Intrauterine growth retardation			IEA	IEA						OMIM-CS:GROWTH_WEIGHT > INTRAUTERINE GROWTH RETARDATION (IUGR)	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0001518	Small for gestational age			IEA	IEA						OMIM-CS:GROWTH_WEIGHT > LOW BIRTH WEIGHT	OMIM:614114	HPO:skoehler	Oct 17, 2012	
OMIM:614114	#614114 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2					HP:0000252	Microcephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MICROCEPHALY	OMIM:614114	HPO:skoehler	Oct 17, 2012	
