Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0000007	Autosomal recessive inheritance			PCS	PCS							pmid:21998596	HPO:probinson	Jan 9, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0011342	Mild global developmental delay			PCS	PCS							pmid:21998596	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0001510	Growth delay			PCS	PCS							pmid:21998596	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0000252	Microcephaly			PCS	PCS							pmid:21998596	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0000341	Narrow forehead			PCS	PCS							pmid:21998596	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0000340	Sloping forehead			PCS	PCS				NOT	NOT		pmid:21998596	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0000448	Prominent nose			PCS	PCS							pmid:21998596	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0007429	Few cafe-au-lait spots			PCS	PCS							pmid:21998596	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0004209	Clinodactyly of the 5th finger			PCS	PCS							pmid:21998596	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0001321	Cerebellar hypoplasia			PCS	PCS							pmid:11781686	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0000047	Hypospadias			PCS	PCS						Mild	pmid:11781686	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2				RBBP8	HP:0001620	High pitched voice			PCS	PCS	4/4					Mild	pmid:11781686	HPO:probinson	Feb 24, 2013	
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2					HP:0000086	Ectopic kidney			IEA	IEA	rare					OMIM-CS:GENITOURINARY_KIDNEYS > ECTOPIC KIDNEYS (RARE)	OMIM:606744	HPO:skoehler	24.06.2014
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2					HP:0001518	Small for gestational age			IEA	IEA						OMIM-CS:GROWTH_WEIGHT > LOW BIRTH WEIGHT	OMIM:606744	HPO:skoehler	24.06.2014
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2					HP:0000568	Microphthalmos			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > MICROPHTHALMIA	OMIM:606744	HPO:skoehler	24.06.2014
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2					HP:0000347	Micrognathia			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MICROGNATHIA	OMIM:606744	HPO:skoehler	24.06.2014
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2					HP:0000171	Microglossia			IEA	IEA						OMIM-CS:HEAD AND NECK_MOUTH > MICROGLOSSIA	OMIM:606744	HPO:skoehler	24.06.2014
OMIM:606744	#606744 SECKEL SYNDROME 2; SCKL2;;SECKEL-TYPE DWARFISM 2;;MICROCEPHALIC PRIMORDIAL DWARFISM 2					HP:0000691	Microdontia			IEA	IEA						OMIM-CS:HEAD AND NECK_TEETH > SMALL TEETH	OMIM:606744	HPO:skoehler	24.06.2014
