Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Sex	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0003822	Highly variable phenotype, even within families									TAS									MIM:612001	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0001328	Learning disability									PCS	7/25								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0001256	Mental retardation, mild									PCS	5/17								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0002342	Mental retardation, moderate									PCS	6/17								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0001275	Epilepsy									PCS	2/18								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0001999	Facial dysmorphism									PCS	typical								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0003829	Incomplete penetrance									PCS	50%								PMID:19898479	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0010864	Mental retardation, severe									PCS	3/18								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0001252	Muscular hypotonia									PCS	9/18								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0000715	Behavioral disturbances									PCS	10/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0004209	Clinodactyly of the 5th finger									PCS	4/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0001156	Brachydactyly									PCS	3/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0000486	Strabismus									PCS	3/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0008050	Abnormality of the palpebral fissures									PCS	7/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0000664	Synophrys									PCS	3/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0000316	Hypertelorism									PCS	3/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0000377	Abnormal form of ears									PCS	6/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0002564	Cardiac malformation									PCS	3/19								PMID:19372089	18.11.2010	
MIM:612001	CHROMOSOME 15q13.3 MICRODELETION SYNDROME			del15q13.3		HP:0000006	Autosomal dominant inheritance									TAS									MIM:612001	18.11.2010	
