Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0000083	Renal insufficiency			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0000093	Proteinuria			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0000107	Renal cyst			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0000546	Retinal degeneration			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0000774	Narrow chest			IEA	IEA							OMIM:208500	HPO:skoehler	Jun 20, 2010	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0000952	Jaundice			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0001161	Hand polydactyly			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0001395	Hepatic fibrosis			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0001408	Bile duct proliferation			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0001522	Death in infancy			TAS	TAS	Occasional					Secondary to pulmonary insufficiency	OMIM:208500	HPO:probinson	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0001737	Pancreatic cysts			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0001829	Foot polydactyly			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0002089	Pulmonary hypoplasia			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0002093	Respiratory insufficiency			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
OMIM:208500	ASPHYXIATING THORACIC DYSTROPHY 1					HP:0002205	Recurrent respiratory infections			IEA	IEA							OMIM:208500	HPO	Feb 17, 2009	
