Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0000006	Autosomal dominant inheritance			IEA	IEA									17.02.2009	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0001276	Hypertonia			IEA	IEA									17.02.2009	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0001761	Pes cavus			IEA	IEA									17.02.2009	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0001765	Hammertoe			IEA	IEA									17.02.2009	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0003446	Chronic sural axonal neuropathy			IEA	IEA									17.02.2009	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0003484	Upper limb involvement may occur later			IEA	IEA									17.02.2009	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0003487	Babinski sign			IEA	IEA									17.02.2009	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0003676	Progressive disorder			IEA	IEA									17.02.2009	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0002460	Distal muscle weakness			PCS	PCS							MIM:182960	probinson	13.03.2012	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0003693	Distal amyotrophy			PCS	PCS							MIM:182960	probinson	13.03.2012	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0007144	Decreased vibration sense in feet			PCS	PCS							MIM:182960	probinson	13.03.2012	
MIM:182960	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE I					HP:0003484	Upper limb involvement may occur later			PCS	PCS						Late	MIM:182960	probinson	13.03.2012	
