Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0000311	Round face			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0000964	Eczema			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0001249	Intellectual disability			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0001263	Global developmental delay			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0001428	Somatic mutation			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0003577	Congenital onset			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0004322	Short stature			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0004701	Hypoplasia of the toes			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0009803	Short phalanx of finger			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0010049	Short metacarpal			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	BRACHYDACTYLY-MENTAL RETARDATION SYNDROME					HP:0010743	Short metatarsal bone			IEA	IEA							OMIM:600430	HPO	17.02.2009	
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0001513	Obesity			IEA	IEA						OMIM-CS:GROWTH_WEIGHT > OBESITY	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0000283	Broad face			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > BROAD FACE	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0000272	Malar flattening			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > MIDFACE HYPOPLASIA	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0000248	Brachycephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > BRACHYCEPHALY	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0000718	Aggressive behavior			IEA	IEA						OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > AGGRESSIVE BEHAVIOR	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0000752	Hyperactivity			IEA	IEA						OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > HYPERACTIVITY	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0100716	Autoagression			IEA	IEA						OMIM-CS:NEUROLOGIC_BEHAVIORAL/PSYCHIATRIC MANIFESTATIONS > SELF-INJURIOUS BEHAVIOR	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0001265	Hyporeflexia			IEA	IEA						OMIM-CS:NEUROLOGIC_PERIPHERAL NERVOUS SYSTEM > HYPOREFLEXIA	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0007021	Pain insensitivity			IEA	IEA						OMIM-CS:NEUROLOGIC_PERIPHERAL NERVOUS SYSTEM > PAIN INSENSITIVITY	OMIM:600430	HPO:skoehler	17.10.2012
OMIM:600430	#600430 BRACHYDACTYLY-MENTAL RETARDATION SYNDROME; BDMR;;ALBRIGHT HEREDITARY OSTEODYSTROPHY-LIKE SYNDROMECHROMOSOME 2q37 DELETION SYNDROME, INCLUDED					HP:0011675	Arrhythmia			IEA	IEA	rare					OMIM-CS:CARDIOVASCULAR_HEART > ARRHYTHMIAS (1 PATIENT)	OMIM:600430	HPO:skoehler	18.11.2012
