Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0000272	Malar flattening			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0000369	Low-set ears			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0000465	Webbed neck			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0000508	Ptosis			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0001067	Neurofibromas			IEA	IEA							OMIM:601321	SKOEHLER	20.06.2010	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0001324	Muscle weakness			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0001328	Specific learning disability			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0001642	Pulmonic stenosis			IEA	IEA							OMIM:601321	SKOEHLER	20.06.2010	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0001684	Secundum atrial septal defect			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0004322	Short stature			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0005272	Prominent nasolabial fold			IEA	IEA							OMIM:601321	HPO	17.02.2009	
OMIM:601321	NEUROFIBROMATOSIS-NOONAN SYNDROME					HP:0009737	Lisch nodules			TAS	TAS	Rare						OMIM:601321	HPO	17.02.2009	
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000917	Superior pectus carinatum			IEA	IEA						OMIM-CS:CHEST_EXTERNAL FEATURES > PECTUS CARINATUM SUPERIORLY	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000915	Pectus excavatum of inferior sternum			IEA	IEA						OMIM-CS:CHEST_EXTERNAL FEATURES > PECTUS EXCAVATUM INFERIORLY	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000028	Cryptorchidism			IEA	IEA						OMIM-CS:GENITOURINARY_INTERNAL GENITALIA, MALE > CRYPTORCHIDISM	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000358	Posteriorly rotated ears			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > POSTERIORLY ROTATED EARS	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000494	Downslanted palpebral fissures			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > DOWNSLANTED PALPEBRAL FISSURES	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000286	Epicanthus			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > EPICANTHAL FOLDS	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000316	Hypertelorism			IEA	IEA						OMIM-CS:HEAD AND NECK_EYES > HYPERTELORISM	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000256	Macrocephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MACROCEPHALY	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0000470	Short neck			IEA	IEA						OMIM-CS:HEAD AND NECK_NECK > SHORT NECK	OMIM:601321	HPO:skoehler	03.05.2013
OMIM:601321	#601321 NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS;;NOONAN-NEUROFIBROMATOSIS SYNDROME;;NEUROFIBROMATOSIS WITH NOONAN PHENOTYPE					HP:0009734	Optic glioma			IEA	IEA						OMIM-CS:NEOPLASIA > OPTIC GLIOMA	OMIM:601321	HPO:skoehler	03.05.2013
