Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Entity ID	Entity Name	Quality ID	Quality Name	Add'l Entity ID	Add'l Entity Name	Age of Onset ID	Age of Onset Name	Evidence	Frequency	Abnormal ID	Abnormal Name	Negation ID	Negation Name	Description	Orthologs	Pub	Date Created	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0000318	Long, narrow facies									PCS	typical							PMID:15918153	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0000322	Short philtrum									PCS	typical							PMID:15918153	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0000442	High nasal bridge									PCS	typical							PMID:15918153	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0000717	Autism									PCS	2/7							PMID:15918153	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0000767	Pectus excavatum									PCS	1/7							PMID:15918153	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0000768	Pectus carinatum									PCS	1/7							PMID:15918153	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0003745	Sporadic									TEA								MIM:609425	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0002066	Gait ataxia									PCS	1/7							PMID:15918153	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0006125	Long tapered fingers									PCS	2/7							PMID:15918153	17.02.2009	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0000006	Autosomal dominant inheritance									TEA								MIM:609425	13.09.2010	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0001255	Psychomotor developmental delay							HP:0003576	Onset in infancy	PCS	7/7							PMID:15918153	13.09.2010	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0002122	Mental retardation, mild to moderate									PCS	7/7							PMID:15918153	13.09.2010	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0000252	Microcephaly									PCS	2/5							PMID:15918153	13.09.2010	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0004209	Clinodactyly of the 5th finger									PCS	2/7							PMID:15918153	13.09.2010	
MIM:609425	CHROMOSOME 3q29 MICRODELETION SYNDROME			del3q29		HP:0008758	Stereotypical motor behaviors									PCS	2/7							PMID:15918153	13.09.2010	
