Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000007	Autosomal recessive inheritance			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000066	Labial hypoplasia			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000347	Micrognathia			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000369	Low-set ears			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000464	Abnormality of the neck			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000601	Hypotelorism			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000767	Pectus excavatum			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000938	Osteopenia			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000954	Single transverse palmar crease			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0001511	Intrauterine growth retardation			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0001762	Talipes equinovarus			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0001822	Hallux valgus			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0001885	Brachydactyly (2nd-5th toes)			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0003065	Patellar hypoplasia			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0003100	Slender long bone			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0004322	Short stature			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0004634	Cuboid-shaped vertebral bodies			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0006610	Wide intermamillary distance			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0100490	Camptodactyly of finger			IEA	IEA							OMIM:211920	HPO	17.02.2009	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0010240	Hypoplasia of the middle phalanges of the hand			TAS	TAS							OMIM:211920	HPO:probinson	01.05.2012	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0005643	Short third toe			TAS	TAS							OMIM:211920	HPO:probinson	10.06.2012	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0008093	Short fourth toe			TAS	TAS							OMIM:211920	HPO:probinson	10.06.2012	
OMIM:211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0011917	Short fifth toe			TAS	TAS							OMIM:211920	HPO:probinson	10.06.2012	
OMIM:211920	211920 CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000400	Macrotia			IEA	IEA						OMIM-CS:HEAD AND NECK_EARS > LARGE EARS	OMIM:211920	HPO:skoehler	17.10.2012
OMIM:211920	211920 CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000343	Long philtrum			IEA	IEA						OMIM-CS:HEAD AND NECK_FACE > LONG PHILTRUM	OMIM:211920	HPO:skoehler	17.10.2012
OMIM:211920	211920 CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000252	Microcephaly			IEA	IEA						OMIM-CS:HEAD AND NECK_HEAD > MICROCEPHALY	OMIM:211920	HPO:skoehler	17.10.2012
OMIM:211920	211920 CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II					HP:0000470	Short neck			IEA	IEA						OMIM-CS:HEAD AND NECK_NECK > SHORT NECK	OMIM:211920	HPO:skoehler	17.10.2012
