Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
MIM:257920	3MC SYNDROME 1					HP:0000007	Autosomal recessive inheritance			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000126	Hydronephrosis			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000175	Cleft palate			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000204	Cleft upper lip			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000252	Microcephaly			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000260	Wide anterior fontanel			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000316	Hypertelorism			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000405	Conductive hearing impairment			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000496	Abnormality of eye movement			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000501	Glaucoma			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000508	Ptosis			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000524	Conjunctival telangiectasia			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000537	Epicanthus inversus			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000581	Blepharophimosis			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000593	Abnormality of the anterior chamber			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000678	Dental crowding			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0000960	Sacral dimple			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0001256	Intellectual disability, mild			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0004298	Abnormality of the abdominal wall			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0001510	Growth delay			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0001539	Omphalocele			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0002558	Supernumerary nipples			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0002678	Skull asymmetry			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0002974	Radioulnar synostosis			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0003298	Spina bifida occulta			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0004209	Clinodactyly of the 5th finger			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0004440	Coronal craniosynostosis			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0009891	Hypoplasia of the supraorbital ridges			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0006245	Fifth finger single interphalangeal crease			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0009237	Short 5th finger			IEA	IEA							MIM:257920	HPO	Feb 17, 2009	
MIM:257920	3MC SYNDROME 1					HP:0004443	Lambdoidal craniosynostosis			IEA	IEA							MIM:257920	HPO	Feb 24, 2012	
OMIM:257920	#257920 3MC SYNDROME 1; 3MC1;;OCULOPALATOSKELETAL SYNDROME;;CRANIOSYNOSTOSIS WITH LID ANOMALIES;;MICHELS SYNDROME, FORMERLY					HP:0008897	Postnatal growth retardation			TAS	TAS							MIM:257920	HPO:skoehler	Oct 17, 2012	
OMIM:257920	#257920 3MC SYNDROME 1; 3MC1;;OCULOPALATOSKELETAL SYNDROME;;CRANIOSYNOSTOSIS WITH LID ANOMALIES;;MICHELS SYNDROME, FORMERLY					HP:0002553	Highly arched eyebrow			TAS	TAS							MIM:257920	HPO:skoehler	Oct 17, 2012	
MIM:257920	3MC SYNDROME 1					HP:0001773	Short foot			TAS	TAS							MIM:257920	HPO:probinson	Apr 8, 2013	
MIM:257920	3MC SYNDROME 1					HP:0001769	Broad foot			TAS	TAS							MIM:257920	HPO:probinson	Apr 8, 2013	
