Disease ID	Disease Name	Gene ID	Gene Name	Genotype	Gene Symbol(s)	Phenotype ID	Phenotype Name	Age of Onset ID	Age of Onset Name	Evidence ID	Evidence Name	Frequency	Sex ID	Sex Name	Negation ID	Negation Name	Description	Pub	Assigned by	Date Created	
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0000006	Autosomal dominant inheritance			IEA	IEA							OMIM:600334	HPO	Feb 17, 2009	
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0003376	Steppage gait			IEA	IEA							OMIM:600334	HPO	Feb 17, 2009	
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0003458	EMG: myopathic abnormalities			IEA	IEA							OMIM:600334	HPO	Feb 17, 2009	
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0003581	Adult onset			IEA	IEA							OMIM:600334	HPO	Feb 17, 2009	
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0003677	Slow progression			TAS	TAS							OMIM:600334	HPO:skoehler	Feb 17, 2009	
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0003805	Rimmed vacuoles			TAS	TAS							OMIM:600334	HPO:skoehler	Feb 17, 2009	
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0003829	Incomplete penetrance			IEA	IEA							OMIM:600334	HPO	Feb 17, 2009	
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0001638	Cardiomyopathy			IEA	IEA				NOT	NOT		OMIM:600334	HPO:skoehler	Jun 20, 2010
OMIM:600334	TIBIAL MUSCULAR DYSTROPHY, TARDIVE					HP:0003560	Muscular dystrophy			TAS	TAS						Disease name contained:tibial muscular dystrophy, tardive	OMIM:600334	HPO:skoehler	21.01.2015
	
